Transaction_ID,Customer_ID,Transaction_Amount,Transaction_Hour,Location,Merchant_Category,Payment_Method,Device_Type,Is_Fraud
T818,1022,3895.82,4,Mumbai,Electronics,UPI,Mobile,0
T819,1052,6080.62,7,Delhi,Travel,Card,Laptop,0
T820,1164,3453.83,15,Kolkata,Electronics,Card,Mobile,0
T821,1082,635.81,21,Kolkata,Entertainment,Net Banking,Tablet,0
T822,1144,6666.65,2,Delhi,Entertainment,UPI,Mobile,0
T823,1084,4041.91,23,Hyderabad,Grocery,UPI,Laptop,0
T824,1077,1965.18,11,Nagpur,Electronics,Net Banking,Mobile,0
T825,1109,4485.03,7,Delhi,Fashion,Net Banking,Laptop,0
T826,1000,1203.91,12,Hyderabad,Travel,Card,Laptop,0
T827,1050,1693.65,3,Delhi,Electronics,Net Banking,Tablet,0
T828,1172,9979.14,13,Nagpur,Entertainment,Card,Mobile,0
T829,1003,1372.8,13,Bangalore,Entertainment,Card,Tablet,0
T830,1189,2539.42,12,Chennai,Travel,Net Banking,Mobile,0
T831,1192,8834.24,5,Hyderabad,Fashion,Card,Mobile,0
T832,1112,4920.19,16,Pune,Electronics,Card,Mobile,0
T833,1031,256.89,3,Pune,Electronics,Card,Laptop,1
T834,1033,637.4,7,Hyderabad,Fashion,UPI,Mobile,0
T835,1091,31.49,16,Mumbai,Fashion,Card,Laptop,0
T836,1094,3986.99,2,Bangalore,Fashion,UPI,Laptop,0
T837,1071,2374.46,16,Mumbai,Entertainment,Net Banking,Mobile,0
T838,1038,576.75,8,Chennai,Travel,UPI,Tablet,0
T839,1153,12674.07,1,Pune,Fashion,Card,Mobile,1
T840,1161,3017.2,12,Nagpur,Travel,Net Banking,Laptop,0
T841,1181,1107.72,19,Hyderabad,Grocery,Card,Mobile,0
T842,1117,2777.42,1,Chennai,Electronics,Card,Mobile,1
T843,1002,4552.99,19,Kolkata,Electronics,Card,Mobile,0
T844,1122,317.21,10,Kolkata,Food,UPI,Mobile,0
T845,1049,1284.7,21,Delhi,Grocery,Card,Mobile,0
T846,1011,6579.55,14,Pune,Fashion,Card,Mobile,0
T847,1192,2462.26,10,Bangalore,Fashion,Card,Mobile,0
T848,1053,3163.72,22,Pune,Entertainment,Card,Mobile,0
T849,1132,2268.29,2,Bangalore,Grocery,UPI,Mobile,0
T850,1056,179.57,2,Bangalore,Fashion,UPI,Laptop,0
T851,1144,724.89,11,Hyderabad,Food,UPI,Mobile,0
T852,1111,2359.05,23,Bangalore,Travel,Card,Laptop,0
T853,1046,938.77,4,Mumbai,Electronics,Card,Mobile,0
T854,1150,205.08,19,Kolkata,Grocery,Net Banking,Laptop,0
T855,1084,7422.62,6,Chennai,Electronics,Card,Laptop,0
T856,1141,15894.0,6,Nagpur,Travel,Net Banking,Mobile,0
T857,1065,6302.91,12,Pune,Grocery,Card,Laptop,0
T858,1074,7690.71,8,Nagpur,Travel,Net Banking,Mobile,0
T859,1178,1108.17,20,Chennai,Fashion,Card,Laptop,0
T860,1102,12938.7,12,Delhi,Fashion,Card,Laptop,0
T861,1165,877.23,11,Chennai,Fashion,UPI,Mobile,0
T862,1191,12098.98,12,Pune,Travel,UPI,Laptop,0
T863,1037,21051.26,23,Kolkata,Travel,Card,Mobile,1
T864,1049,4975.33,9,Nagpur,Travel,UPI,Mobile,0
T865,1097,15883.64,0,Nagpur,Electronics,UPI,Mobile,0
T866,1081,3371.6,7,Hyderabad,Travel,Card,Laptop,0
T867,1029,1201.94,21,Hyderabad,Fashion,Card,Laptop,0
T868,1078,2297.87,15,Chennai,Food,UPI,Laptop,0
T869,1090,3601.29,12,Chennai,Travel,Card,Mobile,0
T870,1178,303.56,2,Delhi,Food,UPI,Mobile,0
T871,1190,3895.08,2,Bangalore,Fashion,Card,Laptop,1
T872,1051,15890.88,23,Pune,Travel,Card,Mobile,0
T873,1165,843.42,4,Hyderabad,Electronics,Card,Mobile,0
T874,1078,6292.33,10,Pune,Electronics,UPI,Mobile,0
T875,1029,9539.47,6,Delhi,Food,Card,Mobile,0
T876,1105,11508.36,20,Hyderabad,Entertainment,Card,Mobile,0
T877,1050,12889.09,23,Hyderabad,Electronics,Card,Laptop,0
T878,1080,2948.06,9,Bangalore,Electronics,Net Banking,Mobile,0
T879,1132,15142.96,9,Pune,Electronics,Card,Mobile,0
T880,1028,5663.88,19,Kolkata,Fashion,UPI,Mobile,0
T881,1131,705.38,1,Pune,Electronics,Card,Mobile,1
T882,1137,2591.93,2,Pune,Grocery,Card,Mobile,1
T883,1183,5068.09,7,Bangalore,Travel,UPI,Mobile,0
T884,1144,1136.57,10,Hyderabad,Electronics,UPI,Laptop,0
T885,1073,4093.45,12,Delhi,Entertainment,Net Banking,Mobile,0
T886,1016,4393.65,6,Pune,Entertainment,Net Banking,Laptop,0
T887,1083,710.29,12,Nagpur,Electronics,UPI,Laptop,0
T888,1068,3330.42,1,Kolkata,Electronics,UPI,Mobile,0
T889,1033,5907.1,5,Kolkata,Grocery,UPI,Mobile,0
T890,1005,2763.76,8,Bangalore,Electronics,Card,Laptop,0
T891,1052,48.71,19,Mumbai,Electronics,Net Banking,Mobile,0
T892,1193,36.32,1,Delhi,Travel,UPI,Mobile,0
T893,1125,1766.62,17,Nagpur,Entertainment,UPI,Mobile,0
T894,1042,10425.26,15,Pune,Grocery,Card,Mobile,0
T895,1114,1038.59,11,Mumbai,Entertainment,Card,Mobile,0
T896,1110,4024.46,6,Delhi,Grocery,Net Banking,Tablet,0
T897,1150,1004.51,6,Bangalore,Entertainment,Card,Laptop,0
T898,1182,1552.49,16,Mumbai,Electronics,Card,Mobile,0
T899,1079,7536.61,12,Hyderabad,Entertainment,Card,Mobile,0
T900,1094,5220.5,10,Chennai,Entertainment,UPI,Mobile,0
T901,1117,401.05,5,Mumbai,Grocery,Card,Mobile,0
T902,1143,2239.38,22,Chennai,Food,UPI,Mobile,0
T903,1007,118.41,13,Kolkata,Grocery,Card,Mobile,0
T904,1131,2622.56,5,Nagpur,Grocery,Net Banking,Mobile,0
T905,1103,4343.98,5,Delhi,Grocery,UPI,Mobile,0
T906,1131,504.53,1,Nagpur,Fashion,Card,Mobile,1
T907,1183,1363.68,21,Nagpur,Fashion,UPI,Tablet,0
T908,1024,2028.91,19,Pune,Fashion,Card,Mobile,0
T909,1194,10079.53,14,Bangalore,Grocery,Card,Tablet,0
T910,1095,19995.82,16,Mumbai,Food,Net Banking,Mobile,0
T911,1194,183.8,7,Delhi,Grocery,Card,Mobile,0
T912,1154,5725.3,4,Kolkata,Electronics,Card,Mobile,0
T913,1092,1859.1,16,Hyderabad,Food,Card,Mobile,0
T914,1159,1993.34,19,Bangalore,Fashion,Card,Mobile,0
T915,1177,5614.01,0,Bangalore,Entertainment,Net Banking,Tablet,0
T916,1060,10025.0,21,Delhi,Entertainment,Card,Tablet,0
T917,1121,12057.92,17,Bangalore,Travel,Net Banking,Mobile,0
T918,1050,3442.69,14,Pune,Food,Net Banking,Mobile,0
T919,1146,1767.2,4,Bangalore,Fashion,Card,Mobile,0
T920,1020,6196.18,6,Kolkata,Food,Card,Mobile,0
T921,1004,1156.07,17,Kolkata,Food,Net Banking,Mobile,0
T922,1091,3321.13,5,Pune,Entertainment,Card,Mobile,0
T923,1169,1776.27,21,Mumbai,Grocery,Card,Mobile,0
T924,1060,4275.8,20,Mumbai,Electronics,Card,Mobile,0
T925,1021,1099.85,4,Nagpur,Travel,UPI,Mobile,0
T926,1148,850.76,18,Kolkata,Fashion,UPI,Mobile,0
T927,1069,10015.82,9,Pune,Food,Card,Mobile,0
T928,1000,429.47,14,Hyderabad,Travel,Card,Tablet,0
T929,1132,2820.54,9,Mumbai,Food,Net Banking,Mobile,0
T930,1011,998.22,15,Bangalore,Entertainment,UPI,Laptop,0
T931,1089,158.83,11,Delhi,Electronics,UPI,Laptop,0
T932,1045,146.73,17,Delhi,Entertainment,UPI,Tablet,0
T933,1033,770.56,22,Chennai,Travel,Card,Laptop,0
T934,1176,8062.72,0,Kolkata,Fashion,UPI,Laptop,0
T935,1077,1327.81,15,Pune,Food,Card,Laptop,0
T936,1044,12019.83,21,Hyderabad,Electronics,Card,Mobile,0
T937,1154,3485.48,5,Nagpur,Entertainment,UPI,Mobile,0
T938,1072,2295.16,2,Bangalore,Travel,Card,Tablet,1
T939,1025,3470.85,1,Pune,Entertainment,Net Banking,Laptop,0
T940,1046,2908.46,1,Chennai,Food,Card,Tablet,1
T941,1120,5688.12,12,Delhi,Food,Net Banking,Laptop,0
T942,1055,1327.91,8,Pune,Fashion,Net Banking,Laptop,0
T943,1093,1741.95,15,Bangalore,Electronics,Card,Laptop,0
T944,1106,8980.82,4,Hyderabad,Grocery,UPI,Laptop,0
T945,1062,11709.04,22,Kolkata,Entertainment,Card,Mobile,0
T946,1047,8923.22,20,Hyderabad,Food,Net Banking,Tablet,0
T947,1060,2175.1,6,Mumbai,Travel,UPI,Laptop,0
T948,1080,6063.16,12,Bangalore,Entertainment,UPI,Laptop,0
T949,1025,2587.62,19,Chennai,Fashion,UPI,Laptop,0
T950,1035,2752.96,23,Mumbai,Fashion,Card,Mobile,0
T951,1000,916.04,12,Mumbai,Food,Card,Mobile,0
T952,1007,3577.44,6,Mumbai,Food,Card,Tablet,0
T953,1112,823.85,9,Pune,Food,UPI,Mobile,0
T954,1098,1611.26,14,Chennai,Grocery,UPI,Mobile,0
T955,1179,7724.92,20,Delhi,Food,UPI,Mobile,0
T956,1046,928.11,5,Hyderabad,Entertainment,Card,Laptop,0
T957,1126,295.27,4,Kolkata,Entertainment,UPI,Laptop,0
T958,1055,286.02,22,Pune,Electronics,Card,Laptop,0
T959,1013,11306.29,1,Delhi,Travel,UPI,Mobile,0
T960,1027,2828.34,20,Hyderabad,Food,Net Banking,Mobile,0
T961,1077,2106.55,14,Kolkata,Entertainment,Card,Mobile,0
T962,1129,6661.46,15,Chennai,Entertainment,Card,Mobile,0
T963,1108,7227.31,18,Kolkata,Entertainment,Card,Laptop,0
T964,1153,1615.01,8,Chennai,Grocery,UPI,Mobile,0
T965,1013,4731.69,21,Bangalore,Travel,UPI,Mobile,0
T966,1186,5898.28,18,Kolkata,Fashion,UPI,Mobile,0
T967,1055,4252.8,6,Hyderabad,Entertainment,Card,Mobile,0
T968,1114,657.59,3,Hyderabad,Food,UPI,Tablet,0
T969,1006,8346.13,2,Chennai,Entertainment,UPI,Mobile,0
T970,1002,3098.25,23,Hyderabad,Travel,Card,Laptop,0
T971,1110,1327.78,19,Nagpur,Fashion,UPI,Mobile,0
T972,1150,2215.13,10,Bangalore,Grocery,Card,Mobile,0
T973,1106,153.18,0,Pune,Electronics,UPI,Mobile,0
T974,1017,547.25,5,Kolkata,Food,Net Banking,Mobile,0
T975,1037,5802.0,10,Pune,Electronics,Card,Laptop,0
T976,1114,0.05,0,Delhi,Grocery,UPI,Mobile,0
T977,1014,2155.29,20,Pune,Travel,UPI,Mobile,0
T978,1191,2956.85,6,Mumbai,Travel,Card,Mobile,0
T979,1118,224.73,5,Hyderabad,Grocery,UPI,Mobile,0
T980,1027,14459.27,13,Pune,Entertainment,UPI,Laptop,0
T981,1038,1025.38,1,Delhi,Grocery,Card,Mobile,1
T982,1184,1450.76,3,Delhi,Food,Card,Mobile,1
T983,1016,1449.29,10,Mumbai,Fashion,Card,Laptop,0
T984,1085,1047.62,14,Delhi,Electronics,Card,Mobile,0
T985,1125,5.9,17,Chennai,Electronics,Card,Mobile,0
T986,1043,5227.64,0,Nagpur,Travel,Card,Mobile,1
T987,1024,13626.31,2,Chennai,Entertainment,Card,Mobile,1
T988,1144,1015.92,2,Hyderabad,Travel,Net Banking,Laptop,0
T989,1012,4351.25,6,Hyderabad,Food,Card,Mobile,0
T990,1024,5417.58,0,Hyderabad,Grocery,UPI,Tablet,0
T991,1067,7546.71,10,Bangalore,Electronics,UPI,Mobile,0
T992,1137,2197.08,5,Pune,Food,UPI,Tablet,0
T993,1066,1443.48,19,Nagpur,Travel,Card,Mobile,0
T994,1108,1573.92,2,Pune,Travel,Net Banking,Laptop,0
T995,1145,4987.82,18,Nagpur,Electronics,UPI,Mobile,0
T996,1110,6788.26,1,Pune,Travel,UPI,Mobile,0
T997,1110,801.68,17,Mumbai,Entertainment,Card,Laptop,0
T998,1033,1854.12,11,Kolkata,Travel,Card,Laptop,0
T999,1110,9288.71,9,Chennai,Fashion,UPI,Mobile,0
T1000,1007,6573.91,4,Delhi,Grocery,Card,Mobile,0
T1001,1167,16761.24,8,Delhi,Travel,UPI,Mobile,0
T1002,1112,5613.73,1,Chennai,Fashion,Card,Tablet,1
T1003,1082,1998.19,1,Mumbai,Food,UPI,Laptop,0
T1004,1041,3572.62,5,Nagpur,Travel,Net Banking,Mobile,0
T1005,1168,4327.19,9,Chennai,Entertainment,UPI,Laptop,0
T1006,1100,326.82,17,Bangalore,Food,UPI,Tablet,0
T1007,1005,3145.41,11,Nagpur,Travel,UPI,Mobile,0
T1008,1179,4942.14,3,Delhi,Electronics,UPI,Laptop,0
T1009,1025,732.43,21,Bangalore,Fashion,Net Banking,Mobile,0
T1010,1063,6068.01,20,Pune,Fashion,Net Banking,Laptop,0
T1011,1186,3506.1,16,Bangalore,Electronics,UPI,Mobile,0
T1012,1183,12164.74,14,Nagpur,Grocery,Card,Mobile,0
T1013,1058,173.39,5,Mumbai,Entertainment,UPI,Mobile,0
T1014,1108,1233.31,15,Pune,Fashion,Card,Mobile,0
T1015,1197,3680.73,16,Nagpur,Food,Card,Laptop,0
T1016,1120,1407.09,2,Pune,Entertainment,UPI,Mobile,0
T1017,1032,5012.99,9,Bangalore,Fashion,UPI,Mobile,0
T1018,1180,5691.92,4,Delhi,Grocery,Net Banking,Laptop,0
T1019,1149,432.64,13,Nagpur,Food,Card,Mobile,0
T1020,1020,2884.99,20,Kolkata,Entertainment,Card,Mobile,0
T1021,1197,2844.35,12,Mumbai,Food,Net Banking,Tablet,0
T1022,1069,1843.58,5,Kolkata,Electronics,Card,Laptop,0
T1023,1111,10807.77,11,Kolkata,Travel,UPI,Mobile,0
T1024,1003,7029.58,7,Chennai,Electronics,Card,Mobile,0
T1025,1093,4778.85,4,Bangalore,Entertainment,Card,Tablet,0
T1026,1074,5011.62,14,Nagpur,Travel,Net Banking,Mobile,0
T1027,1189,2477.48,15,Mumbai,Electronics,Card,Mobile,0
T1028,1061,10152.95,0,Nagpur,Travel,Card,Mobile,1
T1029,1093,4744.47,15,Bangalore,Fashion,Card,Mobile,0
T1030,1094,5222.27,4,Nagpur,Food,Net Banking,Laptop,0
T1031,1151,7913.06,2,Pune,Travel,Net Banking,Laptop,0
T1032,1054,1281.22,19,Bangalore,Fashion,Card,Tablet,0
T1033,1136,6581.73,14,Nagpur,Grocery,Card,Laptop,0
T1034,1130,868.85,12,Chennai,Electronics,UPI,Mobile,0
T1035,1030,1694.57,23,Delhi,Grocery,Card,Mobile,0
T1036,1039,1635.55,15,Nagpur,Entertainment,UPI,Tablet,0
T1037,1035,15363.55,22,Pune,Fashion,Card,Mobile,0
T1038,1151,7766.72,10,Mumbai,Grocery,Card,Mobile,0
T1039,1005,4831.52,20,Chennai,Grocery,UPI,Tablet,0
T1040,1065,5193.97,1,Mumbai,Fashion,Card,Mobile,1
T1041,1074,3302.81,21,Kolkata,Food,Net Banking,Mobile,0
T1042,1003,11756.7,5,Chennai,Travel,Card,Laptop,0
T1043,1078,2742.77,5,Mumbai,Entertainment,Card,Tablet,0
T1044,1133,1915.48,13,Delhi,Entertainment,Net Banking,Mobile,0
T1045,1117,711.89,10,Pune,Electronics,Card,Laptop,0
T1046,1112,6170.96,7,Kolkata,Travel,UPI,Mobile,0
T1047,1093,5303.72,7,Bangalore,Electronics,Card,Mobile,0
T1048,1178,1940.34,0,Mumbai,Entertainment,UPI,Tablet,0
T1049,1061,102.06,20,Chennai,Travel,UPI,Tablet,0
T1050,1184,7305.34,6,Pune,Grocery,Card,Mobile,0
T1051,1193,45.93,5,Nagpur,Food,UPI,Mobile,0
T1052,1078,4865.53,20,Delhi,Grocery,UPI,Mobile,0
T1053,1135,14060.66,7,Pune,Food,Card,Mobile,0
T1054,1025,2302.6,18,Pune,Fashion,UPI,Mobile,0
T1055,1178,1071.38,21,Bangalore,Electronics,UPI,Mobile,0
T1056,1172,4881.37,20,Pune,Electronics,Card,Mobile,0
T1057,1043,6795.88,23,Bangalore,Fashion,Card,Mobile,0
T1058,1132,3162.43,19,Delhi,Travel,Card,Mobile,0
T1059,1069,13649.27,7,Delhi,Fashion,Card,Laptop,0
T1060,1153,212.21,13,Nagpur,Entertainment,UPI,Mobile,0
T1061,1117,2811.14,17,Bangalore,Fashion,UPI,Mobile,0
T1062,1067,5069.84,15,Bangalore,Food,Net Banking,Laptop,0
T1063,1018,7940.61,8,Mumbai,Entertainment,Card,Laptop,0
T1064,1019,790.17,14,Mumbai,Fashion,Card,Mobile,0
T1065,1112,6437.82,9,Nagpur,Electronics,UPI,Mobile,0
T1066,1139,3218.17,21,Delhi,Grocery,UPI,Laptop,0
T1067,1046,2020.39,15,Hyderabad,Food,UPI,Mobile,0
T1068,1000,564.94,3,Mumbai,Food,Card,Laptop,1
T1069,1089,8018.69,19,Pune,Travel,Card,Mobile,0
T1070,1141,684.45,12,Delhi,Grocery,Card,Mobile,0
T1071,1063,1483.03,21,Hyderabad,Food,Net Banking,Mobile,0
T1072,1037,1370.22,4,Kolkata,Fashion,Card,Laptop,0
T1073,1036,8204.63,21,Pune,Food,Net Banking,Tablet,0
T1074,1125,4467.55,6,Chennai,Food,UPI,Mobile,0
T1075,1138,6371.92,22,Bangalore,Food,Card,Mobile,0
T1076,1099,1153.22,8,Delhi,Travel,UPI,Mobile,0
T1077,1076,3921.97,7,Chennai,Food,UPI,Mobile,0
T1078,1002,3392.16,15,Nagpur,Food,Net Banking,Laptop,0
T1079,1160,7154.99,5,Bangalore,Travel,Card,Mobile,0
T1080,1133,9461.55,15,Bangalore,Entertainment,Card,Tablet,0
T1081,1177,48.93,5,Pune,Grocery,Card,Mobile,0
T1082,1009,4483.68,13,Chennai,Entertainment,Card,Tablet,0
T1083,1004,212.91,20,Bangalore,Electronics,UPI,Laptop,0
T1084,1150,3183.9,0,Mumbai,Travel,Net Banking,Mobile,0
T1085,1137,1356.65,8,Delhi,Travel,Card,Mobile,0
T1086,1171,1465.61,23,Mumbai,Food,UPI,Mobile,0
T1087,1129,1741.38,12,Pune,Food,UPI,Mobile,0
T1088,1012,3883.96,18,Hyderabad,Electronics,Card,Mobile,0
T1089,1167,1626.16,16,Kolkata,Food,Card,Mobile,0
T1090,1129,5277.52,10,Pune,Fashion,UPI,Tablet,0
T1091,1083,2073.6,7,Delhi,Food,Net Banking,Mobile,0
T1092,1064,283.21,22,Bangalore,Food,UPI,Laptop,0
T1093,1062,6125.46,4,Chennai,Fashion,Card,Tablet,0
T1094,1100,1346.14,9,Chennai,Electronics,Card,Laptop,0
T1095,1072,2267.94,6,Nagpur,Fashion,Card,Mobile,0
T1096,1016,4626.37,9,Pune,Travel,UPI,Mobile,0
T1097,1008,1616.6,3,Delhi,Fashion,UPI,Mobile,0
T1098,1142,233.0,8,Nagpur,Grocery,Card,Mobile,0
T1099,1151,1873.12,13,Bangalore,Travel,UPI,Mobile,0
T1100,1037,11561.78,1,Hyderabad,Food,UPI,Laptop,0
T1101,1162,4105.92,8,Pune,Travel,UPI,Mobile,0
T1102,1093,4452.62,20,Hyderabad,Electronics,Net Banking,Mobile,0
T1103,1094,4001.76,0,Delhi,Electronics,Card,Tablet,1
T1104,1048,887.54,22,Hyderabad,Fashion,Net Banking,Mobile,0
T1105,1068,2167.43,9,Hyderabad,Travel,Card,Mobile,0
T1106,1061,5560.24,9,Delhi,Food,Card,Laptop,0
T1107,1187,427.55,19,Delhi,Electronics,Net Banking,Mobile,0
T1108,1177,1302.1,21,Pune,Entertainment,Net Banking,Mobile,0
T1109,1077,1293.62,2,Hyderabad,Food,UPI,Mobile,0
T1110,1116,2262.67,5,Nagpur,Entertainment,UPI,Laptop,0
T1111,1119,15722.53,5,Kolkata,Grocery,UPI,Mobile,0
T1112,1136,279.56,20,Delhi,Entertainment,UPI,Mobile,0
T1113,1161,2925.07,1,Bangalore,Electronics,Card,Mobile,1
T1114,1075,790.71,17,Hyderabad,Fashion,UPI,Mobile,0
T1115,1034,14117.47,22,Delhi,Grocery,UPI,Mobile,0
T1116,1000,481.01,1,Nagpur,Travel,UPI,Mobile,0
T1117,1039,2067.38,11,Chennai,Food,Card,Mobile,0
T1118,1063,5355.89,21,Pune,Electronics,UPI,Mobile,0
T1119,1149,4877.08,4,Hyderabad,Grocery,Net Banking,Mobile,0
T1120,1059,2197.77,19,Chennai,Grocery,UPI,Mobile,0
T1121,1063,1701.8,6,Delhi,Electronics,Net Banking,Laptop,0
T1122,1092,2027.42,23,Delhi,Travel,Card,Mobile,0
T1123,1071,1227.6,15,Bangalore,Travel,UPI,Mobile,0
T1124,1010,919.33,19,Bangalore,Fashion,UPI,Laptop,0
T1125,1104,2639.16,0,Hyderabad,Entertainment,UPI,Laptop,0
T1126,1013,1250.82,0,Chennai,Travel,UPI,Mobile,0
T1127,1059,1355.69,16,Kolkata,Fashion,UPI,Mobile,0
T1128,1029,4277.26,0,Chennai,Entertainment,Net Banking,Mobile,0
T1129,1034,13835.81,20,Delhi,Grocery,UPI,Mobile,0
T1130,1164,3701.7,19,Kolkata,Electronics,Card,Laptop,0
T1131,1004,320.42,12,Hyderabad,Travel,UPI,Mobile,0
T1132,1082,314.37,8,Delhi,Fashion,Card,Laptop,0
T1133,1122,12098.44,14,Bangalore,Grocery,Card,Mobile,0
T1134,1077,1411.25,2,Nagpur,Travel,Net Banking,Mobile,0
T1135,1153,386.34,13,Mumbai,Food,Card,Laptop,0
T1136,1061,3655.62,22,Kolkata,Grocery,UPI,Mobile,0
T1137,1131,3908.93,10,Mumbai,Travel,Card,Mobile,0
T1138,1088,4182.24,23,Delhi,Grocery,Card,Tablet,0
T1139,1041,1244.63,21,Chennai,Electronics,UPI,Laptop,0
T1140,1088,60.9,11,Bangalore,Electronics,Card,Laptop,0
T1141,1145,13411.39,12,Pune,Electronics,UPI,Mobile,0
T1142,1039,1155.49,12,Pune,Entertainment,Card,Mobile,0
T1143,1071,4508.37,0,Mumbai,Food,Card,Tablet,1
T1144,1038,4905.28,23,Nagpur,Electronics,Card,Mobile,0
T1145,1103,3766.51,9,Mumbai,Food,Card,Laptop,0
T1146,1013,1501.14,2,Delhi,Electronics,UPI,Mobile,0
T1147,1031,1264.85,23,Nagpur,Entertainment,Card,Mobile,0
T1148,1178,3641.91,3,Pune,Grocery,UPI,Tablet,0
T1149,1124,8042.52,15,Chennai,Travel,Net Banking,Mobile,0
T1150,1165,11729.81,7,Bangalore,Travel,UPI,Mobile,0
T1151,1096,447.78,15,Kolkata,Electronics,UPI,Mobile,0
T1152,1022,672.86,16,Bangalore,Travel,Card,Mobile,0
T1153,1062,11582.55,18,Delhi,Electronics,Card,Mobile,0
T1154,1142,5335.34,21,Mumbai,Electronics,Net Banking,Mobile,0
T1155,1152,8582.11,14,Delhi,Fashion,UPI,Mobile,0
T1156,1144,905.76,15,Kolkata,Fashion,UPI,Laptop,0
T1157,1193,3542.91,14,Bangalore,Fashion,UPI,Mobile,0
T1158,1052,4831.11,1,Kolkata,Food,Card,Tablet,1
T1159,1103,4559.14,10,Pune,Fashion,Card,Mobile,0
T1160,1103,2098.02,0,Bangalore,Electronics,UPI,Mobile,0
T1161,1178,62.06,14,Nagpur,Entertainment,UPI,Mobile,0
T1162,1038,3497.97,18,Chennai,Entertainment,UPI,Laptop,0
T1163,1178,1167.3,3,Kolkata,Grocery,Net Banking,Tablet,0
T1164,1197,2393.2,10,Chennai,Fashion,Card,Laptop,0
T1165,1133,12640.64,4,Hyderabad,Entertainment,Card,Mobile,0
T1166,1066,2036.88,2,Bangalore,Fashion,Net Banking,Mobile,0
T1167,1134,7325.37,12,Bangalore,Grocery,UPI,Laptop,0
T1168,1178,835.68,9,Chennai,Entertainment,UPI,Tablet,0
T1169,1199,4464.59,10,Hyderabad,Electronics,Card,Tablet,0
T1170,1041,15090.25,17,Nagpur,Food,Card,Mobile,0
T1171,1191,429.86,1,Mumbai,Fashion,UPI,Tablet,0
T1172,1014,33.42,6,Kolkata,Entertainment,Card,Mobile,0
T1173,1110,2273.7,8,Kolkata,Entertainment,UPI,Mobile,0
T1174,1156,388.8,9,Bangalore,Grocery,Net Banking,Mobile,0
T1175,1032,5519.41,17,Chennai,Electronics,UPI,Mobile,0
T1176,1154,9839.23,22,Delhi,Travel,Card,Laptop,0
T1177,1163,2276.79,6,Bangalore,Entertainment,UPI,Laptop,0
T1178,1156,1197.46,6,Delhi,Food,Card,Laptop,0
T1179,1037,2279.5,2,Nagpur,Grocery,Card,Mobile,1
T1180,1184,5141.42,11,Bangalore,Entertainment,Card,Mobile,0
T1181,1096,36.38,6,Kolkata,Entertainment,Card,Laptop,0
T1182,1154,3561.07,16,Chennai,Grocery,Net Banking,Mobile,0
T1183,1182,3800.34,0,Nagpur,Grocery,Card,Laptop,1
T1184,1032,4061.0,4,Nagpur,Fashion,Card,Laptop,0
T1185,1195,1108.4,15,Mumbai,Entertainment,Net Banking,Laptop,0
T1186,1085,5007.79,14,Bangalore,Travel,Card,Mobile,0
T1187,1065,383.36,1,Delhi,Food,UPI,Laptop,0
T1188,1009,888.93,8,Delhi,Electronics,Card,Mobile,0
T1189,1004,8397.6,6,Bangalore,Electronics,Card,Mobile,0
T1190,1122,5368.7,3,Hyderabad,Travel,Net Banking,Laptop,0
T1191,1073,55.36,19,Mumbai,Grocery,Card,Mobile,0
T1192,1096,1142.08,17,Mumbai,Grocery,UPI,Laptop,0
T1193,1117,965.26,20,Mumbai,Grocery,Card,Mobile,0
T1194,1037,1263.26,3,Delhi,Entertainment,Card,Mobile,1
T1195,1140,1137.73,12,Nagpur,Grocery,Card,Laptop,0
T1196,1158,258.27,0,Chennai,Grocery,Card,Mobile,1
T1197,1046,2456.9,23,Hyderabad,Entertainment,Card,Mobile,0
T1198,1108,5278.04,2,Kolkata,Entertainment,UPI,Mobile,0
T1199,1179,3733.05,15,Mumbai,Travel,UPI,Mobile,0
T1200,1183,4469.61,21,Delhi,Fashion,Card,Laptop,0
T1201,1014,338.53,3,Delhi,Entertainment,Card,Mobile,1
T1202,1156,12104.0,22,Kolkata,Food,Net Banking,Laptop,0
T1203,1135,7292.8,15,Nagpur,Grocery,Net Banking,Laptop,0
T1204,1004,6540.88,18,Kolkata,Fashion,UPI,Mobile,0
T1205,1156,6926.06,0,Bangalore,Electronics,Net Banking,Laptop,0
T1206,1046,10795.0,4,Bangalore,Travel,Card,Mobile,0
T1207,1067,3143.28,18,Chennai,Fashion,Card,Mobile,0
T1208,1075,893.98,21,Kolkata,Entertainment,UPI,Mobile,0
T1209,1172,3836.62,23,Chennai,Grocery,UPI,Mobile,0
T1210,1129,5432.87,10,Mumbai,Grocery,UPI,Laptop,0
T1211,1154,5356.38,12,Chennai,Grocery,Card,Mobile,0
T1212,1094,2947.97,19,Mumbai,Fashion,Net Banking,Mobile,0
T1213,1114,283.66,4,Hyderabad,Grocery,UPI,Laptop,0
T1214,1163,1855.21,20,Chennai,Entertainment,Card,Laptop,0
T1215,1035,10141.43,3,Nagpur,Fashion,UPI,Mobile,0
T1216,1025,3512.6,3,Mumbai,Grocery,Card,Laptop,1
T1217,1042,3091.64,3,Nagpur,Electronics,Card,Mobile,1
T1218,1026,1252.57,3,Delhi,Electronics,Card,Laptop,1
T1219,1068,1838.31,19,Mumbai,Food,Card,Mobile,0
T1220,1147,9028.39,20,Delhi,Grocery,Card,Laptop,0
T1221,1010,4392.01,17,Pune,Grocery,UPI,Mobile,0
